_id,index,Eid,Cite-By
6752b70b761fb4b037e3ebc0,52,2-s2.0-85045459881,2
6752b70b785a5b7ed6cc029a,53,2-s2.0-85056320658,18
6752b70b01d5b4ad1e919164,54,2-s2.0-85054932486,17
6752b70cb26569ed431ff038,55,2-s2.0-85052737316,1
6752b70cb8b06b06c2118df6,56,2-s2.0-85032511738,13
6752b70c01d5b4ad1e919165,58,2-s2.0-85041557278,1
6752b70c761fb4b037e3ebc1,57,2-s2.0-85063330758,7
6752b70db26569ed431ff039,60,2-s2.0-85048495781,15
6752b70d785a5b7ed6cc029b,59,2-s2.0-85052839755,93
6752b70db8b06b06c2118df7,61,2-s2.0-85045281768,6
6752b70d01d5b4ad1e919166,62,2-s2.0-85042553922,51
6752b70d761fb4b037e3ebc2,63,2-s2.0-85055049678,12
6752b70eb26569ed431ff03a,64,2-s2.0-85055441994,0
6752b70eb8b06b06c2118df8,65,2-s2.0-85052636861,14
6752b70e785a5b7ed6cc029c,66,2-s2.0-85059461222,0
6752b70e01d5b4ad1e919167,67,2-s2.0-85063205666,29
6752b70e761fb4b037e3ebc3,68,2-s2.0-85046876678,52
6752b70fb26569ed431ff03b,69,2-s2.0-85043307556,0
6752b70f785a5b7ed6cc029d,70,2-s2.0-85047194755,3
6752b70f01d5b4ad1e919168,71,2-s2.0-85058064727,68
6752b70fb8b06b06c2118df9,72,2-s2.0-85027562644,14
6752b70f761fb4b037e3ebc4,73,2-s2.0-85056609623,10
6752b710b8b06b06c2118dfa,74,2-s2.0-85043485030,15
6752b710b26569ed431ff03c,75,2-s2.0-85039846745,2
6752b71001d5b4ad1e919169,75,2-s2.0-85039846745,2
6752b710785a5b7ed6cc029e,77,2-s2.0-85041139198,30
6752b710761fb4b037e3ebc5,78,2-s2.0-85052747581,18
6752b711b8b06b06c2118dfb,79,2-s2.0-85054031311,2
6752b711b26569ed431ff03d,80,2-s2.0-85047729577,30
6752b71101d5b4ad1e91916a,81,2-s2.0-85147668502,0
6752b711785a5b7ed6cc029f,82,2-s2.0-85058935797,18
6752b711761fb4b037e3ebc6,83,2-s2.0-85046906040,0
6752b711b8b06b06c2118dfc,84,2-s2.0-85050968237,12
6752b71101d5b4ad1e91916b,86,2-s2.0-85057847743,0
6752b712b26569ed431ff03e,85,2-s2.0-85049964164,57
6752b712785a5b7ed6cc02a0,87,2-s2.0-85057520893,1
6752b712b8b06b06c2118dfd,89,2-s2.0-85047013666,55
6752b712761fb4b037e3ebc7,88,2-s2.0-85041230497,30
6752b71201d5b4ad1e91916c,91,2-s2.0-85037147132,37
6752b712b26569ed431ff03f,92,2-s2.0-85041680827,25
6752b7121d9d98991691c41e,90,2-s2.0-85051208796,17
6752b713785a5b7ed6cc02a1,93,2-s2.0-85053778287,14
6752b713b8b06b06c2118dfe,94,2-s2.0-85056084379,13
6752b713761fb4b037e3ebc8,96,2-s2.0-85048940239,17
6752b71301d5b4ad1e91916d,95,2-s2.0-85042128317,5
6752b713b26569ed431ff040,97,2-s2.0-85049118943,1
6752b7131d9d98991691c41f,98,2-s2.0-85051439474,2
6752b714785a5b7ed6cc02a2,99,2-s2.0-85042655838,6
6752b71401d5b4ad1e91916e,101,2-s2.0-85050402448,7
6752b7141d9d98991691c420,104,2-s2.0-85057616442,2
6752b714b8b06b06c2118dff,103,2-s2.0-85058680496,0
6752b714b26569ed431ff041,102,2-s2.0-85078338096,1
6752b715761fb4b037e3ebc9,100,2-s2.0-85048748130,20
6752b715b8b06b06c2118e00,108,2-s2.0-85074965846,5
6752b7151d9d98991691c421,107,2-s2.0-85066475133,1
6752b715785a5b7ed6cc02a3,105,2-s2.0-85041960467,14
6752b71501d5b4ad1e91916f,106,2-s2.0-85044456392,12
6752b715b26569ed431ff042,109,2-s2.0-85050155670,0
6752b716b8b06b06c2118e01,111,2-s2.0-85060154185,1
6752b716761fb4b037e3ebca,110,2-s2.0-85041861788,2
6752b71601d5b4ad1e919170,113,2-s2.0-85038014269,0
6752b716b26569ed431ff043,115,2-s2.0-85026847132,3
6752b7161d9d98991691c422,112,2-s2.0-85022071002,9
6752b716785a5b7ed6cc02a4,114,2-s2.0-85058433758,14
6752b717b8b06b06c2118e02,117,2-s2.0-85041720090,33
6752b717761fb4b037e3ebcb,116,2-s2.0-85051416784,7
6752b717b26569ed431ff044,118,2-s2.0-85042707817,70
6752b71701d5b4ad1e919171,119,2-s2.0-85055491350,24
6752b718785a5b7ed6cc02a5,121,2-s2.0-85054410604,24
6752b718b8b06b06c2118e03,122,2-s2.0-85048311210,46
6752b71801d5b4ad1e919172,123,2-s2.0-85050805351,3
6752b7181d9d98991691c423,120,2-s2.0-85084966821,0
6752b718b26569ed431ff045,125,2-s2.0-85041727486,20
6752b719785a5b7ed6cc02a6,126,2-s2.0-85053335454,2
6752b719761fb4b037e3ebcc,124,2-s2.0-85046413510,7
6752b71901d5b4ad1e919173,127,2-s2.0-85059965712,56
6752b719b26569ed431ff046,129,2-s2.0-85030689461,15
6752b719b8b06b06c2118e04,128,2-s2.0-85030673725,23
6752b7191d9d98991691c424,130,2-s2.0-85028694310,135
6752b719785a5b7ed6cc02a7,131,2-s2.0-85045043144,7
6752b71a1d9d98991691c425,134,2-s2.0-85050131468,0
6752b71a01d5b4ad1e919174,132,2-s2.0-85057757276,3
6752b71ab26569ed431ff047,135,2-s2.0-85045939365,21
6752b71ab8b06b06c2118e05,136,2-s2.0-85020815543,19
6752b71a785a5b7ed6cc02a8,137,2-s2.0-85052754077,1
6752b71a761fb4b037e3ebcd,133,2-s2.0-85058100356,40
6752b71b01d5b4ad1e919175,138,2-s2.0-85049830878,3
6752b71cb8b06b06c2118e06,140,2-s2.0-85047198537,2
6752b71c1d9d98991691c426,138,2-s2.0-85049830878,3
6752b71cb26569ed431ff048,140,2-s2.0-85047198537,2
6752b71c785a5b7ed6cc02a9,142,2-s2.0-85047222753,16
6752b71c01d5b4ad1e919176,143,2-s2.0-85041811056,13
6752b71c761fb4b037e3ebce,144,2-s2.0-85055188449,5
6752b71db8b06b06c2118e07,146,2-s2.0-85050130167,15
6752b71d761fb4b037e3ebcf,148,2-s2.0-85049253738,0
6752b71d785a5b7ed6cc02aa,148,2-s2.0-85049253738,0
6752b71db26569ed431ff049,150,2-s2.0-85056065681,10
6752b71d01d5b4ad1e919177,147,2-s2.0-85008354493,9
6752b71d1d9d98991691c427,145,2-s2.0-85047883101,51
6752b71db8b06b06c2118e08,151,2-s2.0-85053161886,32
6752b71e761fb4b037e3ebd0,152,2-s2.0-85042682561,9
6752b71e785a5b7ed6cc02ab,153,2-s2.0-85050377983,7
6752b71eb26569ed431ff04a,154,2-s2.0-85058712631,5
6752b71e01d5b4ad1e919178,155,2-s2.0-85039159576,4
6752b71e1d9d98991691c428,156,2-s2.0-85048709924,11
6752b71eb8b06b06c2118e09,157,2-s2.0-85021300848,37
6752b71fb26569ed431ff04b,159,2-s2.0-85056798729,6
6752b71f785a5b7ed6cc02ac,160,2-s2.0-85049155044,2
6752b71f01d5b4ad1e919179,161,2-s2.0-85035331598,24
6752b71fb8b06b06c2118e0a,163,2-s2.0-85047668404,36
6752b71f1d9d98991691c429,162,2-s2.0-85045011508,14
6752b71f761fb4b037e3ebd1,158,2-s2.0-85062859793,7
6752b720b26569ed431ff04c,164,2-s2.0-85031812835,69
6752b72001d5b4ad1e91917a,166,2-s2.0-85068981951,11
6752b7201d9d98991691c42a,168,2-s2.0-85044845660,5
6752b720b8b06b06c2118e0b,165,2-s2.0-85054036077,276
6752b720785a5b7ed6cc02ad,167,2-s2.0-85049863844,42
6752b720b26569ed431ff04d,170,2-s2.0-85101583101,0
6752b72101d5b4ad1e91917b,171,2-s2.0-85053619106,19
6752b7211d9d98991691c42b,172,2-s2.0-85058903604,9
6752b722761fb4b037e3ebd2,169,2-s2.0-85040090503,14
6752b722785a5b7ed6cc02ae,174,2-s2.0-85052814087,0
6752b722b8b06b06c2118e0c,173,2-s2.0-85049251897,2
6752b72201d5b4ad1e91917c,176,2-s2.0-85052472790,30
6752b722b26569ed431ff04e,175,2-s2.0-85034585467,14
6752b7221d9d98991691c42c,177,2-s2.0-85052103724,16
6752b722761fb4b037e3ebd3,178,2-s2.0-85045506137,2
6752b722b8b06b06c2118e0d,180,2-s2.0-85045208701,0
6752b723b26569ed431ff04f,181,2-s2.0-85047073581,3
6752b72301d5b4ad1e91917d,179,2-s2.0-85051063546,12
6752b723785a5b7ed6cc02af,182,2-s2.0-85057108057,20
6752b7231d9d98991691c42d,183,2-s2.0-85040841375,87
6752b723b8b06b06c2118e0e,186,2-s2.0-85051180271,11
6752b723761fb4b037e3ebd4,184,2-s2.0-85044744207,1
6752b724b26569ed431ff050,187,2-s2.0-85054454626,25
6752b72401d5b4ad1e91917e,185,2-s2.0-85052628288,18
6752b724785a5b7ed6cc02b0,188,2-s2.0-85048976221,5
6752b7241d9d98991691c42e,189,2-s2.0-85059094534,0
6752b724b8b06b06c2118e0f,190,2-s2.0-85089568477,0
6752b725b8b06b06c2118e10,196,2-s2.0-85048749584,35
6752b7236638396ae742f204,191,2-s2.0-85052199402,1
6752b72501d5b4ad1e91917f,195,2-s2.0-85019615771,20
6752b725761fb4b037e3ebd5,193,2-s2.0-85047724403,9
6752b7251d9d98991691c42f,194,2-s2.0-85147695124,1
6752b725b26569ed431ff051,191,2-s2.0-85052199402,1
6752b725785a5b7ed6cc02b1,197,2-s2.0-85108484985,0
6752b7261d9d98991691c430,201,2-s2.0-85055862909,7
6752b726b8b06b06c2118e11,199,2-s2.0-85053818719,19
6752b7246638396ae742f205,202,2-s2.0-85031821306,12
6752b726b26569ed431ff052,203,2-s2.0-85052968790,32
6752b726785a5b7ed6cc02b2,204,2-s2.0-85042906672,25
6752b726d1f0e3ed14a0669c,198,2-s2.0-85047383489,44
6752b726761fb4b037e3ebd6,205,2-s2.0-85040322317,11
6752b727b8b06b06c2118e12,206,2-s2.0-85054868885,3
6752b7271d9d98991691c431,207,2-s2.0-85056625659,0
6752b72701d5b4ad1e919180,200,2-s2.0-85023170224,26
6752b7256638396ae742f206,208,2-s2.0-85045759869,16
6752b727785a5b7ed6cc02b3,210,2-s2.0-85051677305,27
6752b727b26569ed431ff053,209,2-s2.0-85039417015,2
6752b727761fb4b037e3ebd7,212,2-s2.0-85052729319,4
6752b728b8b06b06c2118e13,213,2-s2.0-85042677604,10
6752b7281d9d98991691c432,214,2-s2.0-85054500037,0
6752b728785a5b7ed6cc02b4,217,2-s2.0-85028502506,28
6752b728d1f0e3ed14a0669d,211,2-s2.0-85048034863,3
6752b728b26569ed431ff054,216,2-s2.0-85044411323,43
6752b729761fb4b037e3ebd8,219,2-s2.0-85037972365,54
6752b72901d5b4ad1e919182,221,2-s2.0-85010015810,29
6752b729b8b06b06c2118e14,220,2-s2.0-85057321973,5
6752b7276638396ae742f207,217,2-s2.0-85028502506,28
6752b7291d9d98991691c433,222,2-s2.0-85046530585,46
6752b729785a5b7ed6cc02b5,223,2-s2.0-85047352543,7
6752b729d1f0e3ed14a0669e,223,2-s2.0-85047352543,7
6752b729b26569ed431ff055,225,2-s2.0-85056255685,2
6752b72901d5b4ad1e919183,226,2-s2.0-85037527871,6
6752b72a761fb4b037e3ebd9,226,2-s2.0-85037527871,6
6752b7286638396ae742f208,228,2-s2.0-85054042373,2
6752b72a1d9d98991691c434,229,2-s2.0-84976902133,14
6752b72ab8b06b06c2118e15,230,2-s2.0-85033223295,7
6752b72a785a5b7ed6cc02b6,231,2-s2.0-85045183447,4
6752b72ad1f0e3ed14a0669f,232,2-s2.0-85047652244,3
6752b72ab26569ed431ff056,233,2-s2.0-85041619225,19
6752b72a1d9d98991691c435,237,2-s2.0-85054843179,9
6752b72a761fb4b037e3ebda,235,2-s2.0-85020480998,16
6752b72a01d5b4ad1e919184,234,2-s2.0-85058316853,1
6752b7296638396ae742f209,236,2-s2.0-85041534447,9
6752b72bb8b06b06c2118e16,239,2-s2.0-85046688382,35
6752b72bd1f0e3ed14a066a0,238,2-s2.0-85042584759,43
6752b72b785a5b7ed6cc02b7,240,2-s2.0-85055312528,2
6752b72b1d9d98991691c436,242,2-s2.0-85055706392,34
6752b72b761fb4b037e3ebdb,241,2-s2.0-85049401287,18
6752b72bb26569ed431ff057,243,2-s2.0-85092590734,0
6752b72b01d5b4ad1e919185,244,2-s2.0-85045732767,54
6752b72cb8b06b06c2118e17,248,2-s2.0-85052494724,37
6752b72c785a5b7ed6cc02b8,247,2-s2.0-85045737563,40
6752b72a6638396ae742f20a,245,2-s2.0-85051840032,59
6752b72cd1f0e3ed14a066a1,246,2-s2.0-85045091334,16
6752b72c1d9d98991691c437,249,2-s2.0-85053439955,56
6752b72c761fb4b037e3ebdc,250,2-s2.0-85029507390,82
6752b72cb26569ed431ff058,251,2-s2.0-85064394619,37
6752b72c01d5b4ad1e919186,252,2-s2.0-85050810403,62
6752b72b6638396ae742f20b,255,2-s2.0-85041519189,40
6752b72db8b06b06c2118e18,253,2-s2.0-85042358246,1
6752b72d785a5b7ed6cc02b9,254,2-s2.0-85049139765,0
6752b72d1d9d98991691c438,257,2-s2.0-85040372659,16
6752b72dd1f0e3ed14a066a2,256,2-s2.0-85048852055,28
6752b72db26569ed431ff059,258,2-s2.0-85056142332,27
6752b72d01d5b4ad1e919187,260,2-s2.0-85055145038,3
6752b72d761fb4b037e3ebdd,259,2-s2.0-85053448876,1
6752b72e785a5b7ed6cc02ba,262,2-s2.0-85037812126,10
6752b72c6638396ae742f20c,261,2-s2.0-85037859579,12
6752b72eb8b06b06c2118e19,263,2-s2.0-85050864383,11
6752b72ed1f0e3ed14a066a3,265,2-s2.0-85051326383,3
6752b72e1d9d98991691c439,264,2-s2.0-85055752021,8
6752b72e01d5b4ad1e919188,266,2-s2.0-85042708303,16
6752b72d6638396ae742f20d,268,2-s2.0-85062801280,11
6752b72f761fb4b037e3ebde,267,2-s2.0-85050195928,24
6752b72fb8b06b06c2118e1a,269,2-s2.0-85045964602,21
6752b72f785a5b7ed6cc02bb,270,2-s2.0-85040964325,0
6752b72f01d5b4ad1e919189,274,2-s2.0-85147652564,0
6752b72fd1f0e3ed14a066a4,271,2-s2.0-85051248599,0
6752b72fb26569ed431ff05a,273,2-s2.0-85059248986,1
6752b72f1d9d98991691c43a,272,2-s2.0-85046819493,6
6752b72e6638396ae742f20e,275,2-s2.0-85048230209,0
6752b730b8b06b06c2118e1b,276,2-s2.0-85053198491,0
6752b73001d5b4ad1e91918a,278,2-s2.0-85047417336,34
6752b730b26569ed431ff05b,279,2-s2.0-85045118984,4
6752b730761fb4b037e3ebdf,277,2-s2.0-85035000126,79
6752b7301d9d98991691c43b,280,2-s2.0-85041953513,53
6752b730d1f0e3ed14a066a5,280,2-s2.0-85041953513,53
6752b730785a5b7ed6cc02bc,282,2-s2.0-85054007220,1
6752b731b8b06b06c2118e1c,284,2-s2.0-85051952905,37
6752b731b26569ed431ff05c,286,2-s2.0-85057279478,27
6752b73101d5b4ad1e91918b,285,2-s2.0-85030855901,12
6752b731d1f0e3ed14a066a6,289,2-s2.0-85065677264,8
6752b7311d9d98991691c43c,288,2-s2.0-85078621193,0
6752b731761fb4b037e3ebe0,287,2-s2.0-85042885879,32
6752b731785a5b7ed6cc02bd,290,2-s2.0-85056123799,0
6752b72f6638396ae742f210,291,2-s2.0-85049674972,43
6752b732b8b06b06c2118e1d,292,2-s2.0-85045128638,5
6752b73201d5b4ad1e91918c,294,2-s2.0-85046136591,32
6752b732d1f0e3ed14a066a7,295,2-s2.0-85043242314,19
6752b732b26569ed431ff05d,293,2-s2.0-85048711828,27
6752b7321d9d98991691c43d,296,2-s2.0-85044339553,0
6752b7306638396ae742f211,299,2-s2.0-85054184829,4
6752b732785a5b7ed6cc02be,298,2-s2.0-85050640287,4
6752b73301d5b4ad1e91918d,301,2-s2.0-85054040839,7
6752b7331d9d98991691c43e,304,2-s2.0-85042621688,89
6752b733761fb4b037e3ebe1,297,2-s2.0-85057083547,29
6752b733b26569ed431ff05e,303,2-s2.0-85045025830,26
6752b733b8b06b06c2118e1e,300,2-s2.0-85041738585,14
6752b733d1f0e3ed14a066a8,302,2-s2.0-85061958318,8
6752b7316638396ae742f212,305,2-s2.0-85055174378,43
6752b733785a5b7ed6cc02bf,306,2-s2.0-85049063852,3
6752b73401d5b4ad1e91918e,307,2-s2.0-85043984026,34
6752b734d1f0e3ed14a066a9,312,2-s2.0-85057461681,4
6752b734b8b06b06c2118e1f,311,2-s2.0-85029151002,33
6752b734761fb4b037e3ebe2,309,2-s2.0-85057982236,1
6752b735b26569ed431ff05f,308,2-s2.0-85057607480,1
6752b7351d9d98991691c43f,310,2-s2.0-85040707959,10
6752b735785a5b7ed6cc02c0,314,2-s2.0-85046767864,0
6752b73501d5b4ad1e91918f,315,2-s2.0-85048454397,29
6752b735d1f0e3ed14a066aa,316,2-s2.0-85049811148,19
6752b735b8b06b06c2118e20,317,2-s2.0-85068087218,3
6752b7336638396ae742f213,313,2-s2.0-85048339597,19
6752b736761fb4b037e3ebe3,318,2-s2.0-85060970184,6
6752b736785a5b7ed6cc02c1,320,2-s2.0-85054780572,26
6752b7361d9d98991691c440,319,2-s2.0-85047990353,14
6752b736b26569ed431ff060,320,2-s2.0-85054780572,26
6752b73601d5b4ad1e919190,322,2-s2.0-85081145208,1
6752b736d1f0e3ed14a066ab,323,2-s2.0-85055877820,8
6752b7346638396ae742f214,325,2-s2.0-85045678212,6
6752b736b8b06b06c2118e21,324,2-s2.0-85043522994,28
6752b736761fb4b037e3ebe4,326,2-s2.0-85055149780,8
6752b73601d5b4ad1e919191,330,2-s2.0-85053448002,14
6752b737b26569ed431ff061,328,2-s2.0-85041471953,30
6752b737785a5b7ed6cc02c2,329,2-s2.0-85042415428,6
6752b737d1f0e3ed14a066ac,331,2-s2.0-85063387692,3
6752b7371d9d98991691c441,327,2-s2.0-85047186632,13
6752b7356638396ae742f215,333,2-s2.0-85039721209,40
6752b737b8b06b06c2118e22,332,2-s2.0-85039741431,12
6752b738b26569ed431ff062,336,2-s2.0-85049408729,4
6752b738761fb4b037e3ebe5,335,2-s2.0-85055671330,19
6752b738785a5b7ed6cc02c3,337,2-s2.0-85046681387,14
6752b738d1f0e3ed14a066ad,338,2-s2.0-85060496074,1
6752b73801d5b4ad1e919192,334,2-s2.0-85053662303,32
6752b7381d9d98991691c442,339,2-s2.0-85043451547,0
6752b7366638396ae742f216,340,2-s2.0-85041663017,23
6752b738b8b06b06c2118e23,341,2-s2.0-85027198855,0
6752b739d1f0e3ed14a066ae,344,2-s2.0-85053542738,13
6752b739761fb4b037e3ebe6,343,2-s2.0-85050336797,7
6752b739785a5b7ed6cc02c4,346,2-s2.0-85059675381,13
6752b73901d5b4ad1e919193,345,2-s2.0-85032805319,14
6752b7376638396ae742f217,348,2-s2.0-85049872904,4
6752b739b26569ed431ff063,342,2-s2.0-85064718907,130
6752b739b8b06b06c2118e24,349,2-s2.0-85046760841,2
6752b739d1f0e3ed14a066af,350,2-s2.0-85058647216,12
6752b73a1d9d98991691c443,347,2-s2.0-85050344082,5
6752b73a01d5b4ad1e919194,351,2-s2.0-85043240477,27
6752b73a785a5b7ed6cc02c5,354,2-s2.0-85067932266,1
6752b73a761fb4b037e3ebe7,351,2-s2.0-85043240477,27
6752b73ab26569ed431ff064,351,2-s2.0-85043240477,27
6752b73ab8b06b06c2118e25,356,2-s2.0-85053536200,2
6752b73ad1f0e3ed14a066b0,357,2-s2.0-85030854232,10
6752b73a1d9d98991691c444,358,2-s2.0-85060162536,2
6752b7396638396ae742f218,354,2-s2.0-85067932266,1
6752b73b761fb4b037e3ebe8,361,2-s2.0-85049126613,0
6752b73b01d5b4ad1e919195,359,2-s2.0-85050374171,2
6752b73bb8b06b06c2118e26,362,2-s2.0-85041410863,14
6752b73bb26569ed431ff065,360,2-s2.0-85044059764,2
6752b73b785a5b7ed6cc02c6,363,2-s2.0-85042462678,16
6752b73b1d9d98991691c445,365,2-s2.0-85063393358,2
6752b73bd1f0e3ed14a066b1,364,2-s2.0-85053213055,1
6752b73a6638396ae742f219,366,2-s2.0-85039707027,14
6752b73cb26569ed431ff066,370,2-s2.0-85049401886,3
6752b73c01d5b4ad1e919196,368,2-s2.0-85053754566,10
6752b73cb8b06b06c2118e27,369,2-s2.0-85055619937,1
6752b73c785a5b7ed6cc02c7,371,2-s2.0-85048322358,5
6752b73cd1f0e3ed14a066b2,373,2-s2.0-85048292237,45
6752b73c1d9d98991691c446,372,2-s2.0-85046754470,0
6752b73b6638396ae742f21a,374,2-s2.0-85050089963,42
6752b73c761fb4b037e3ebe9,367,2-s2.0-85039722861,26
6752b73db26569ed431ff067,375,2-s2.0-85067998660,3
6752b73d785a5b7ed6cc02c8,378,2-s2.0-85048025879,7
6752b73dd1f0e3ed14a066b3,379,2-s2.0-85050084517,1
6752b73d1d9d98991691c447,380,2-s2.0-85055710234,9
6752b73b6638396ae742f21b,381,2-s2.0-85082366390,4
6752b73d01d5b4ad1e919198,383,2-s2.0-85045193269,32
6752b73db8b06b06c2118e29,382,2-s2.0-85043683102,22
6752b73e761fb4b037e3ebea,384,2-s2.0-85055596089,5
6752b73eb26569ed431ff068,385,2-s2.0-85042584526,18
6752b73e785a5b7ed6cc02c9,386,2-s2.0-85121788603,0
6752b73ed1f0e3ed14a066b4,387,2-s2.0-85061914917,1
6752b73e1d9d98991691c448,388,2-s2.0-85044988496,0
6752b73c6638396ae742f21c,390,2-s2.0-85043476619,10
6752b73eb8b06b06c2118e2a,391,2-s2.0-85050080433,2
6752b73e01d5b4ad1e919199,389,2-s2.0-85076712598,0
6752b73e761fb4b037e3ebeb,392,2-s2.0-85044037605,3
6752b73fb26569ed431ff069,393,2-s2.0-85057982903,7
6752b73f785a5b7ed6cc02ca,395,2-s2.0-85029159795,26
6752b73f1d9d98991691c449,396,2-s2.0-85040249641,13
6752b73fd1f0e3ed14a066b5,394,2-s2.0-85057583776,0
6752b73f761fb4b037e3ebec,399,2-s2.0-85065559003,2
6752b73f01d5b4ad1e91919a,398,2-s2.0-85053455291,15
6752b73fb8b06b06c2118e2b,400,2-s2.0-85056134427,0
6752b73d6638396ae742f21d,397,2-s2.0-85048018727,30
6752b740b26569ed431ff06a,401,2-s2.0-85049635232,8
6752b740785a5b7ed6cc02cb,402,2-s2.0-85044938791,20
6752b7401d9d98991691c44a,403,2-s2.0-85048576552,41
6752b740b8b06b06c2118e2c,408,2-s2.0-85050642056,7
6752b74001d5b4ad1e91919b,406,2-s2.0-85044448248,5
6752b740761fb4b037e3ebed,403,2-s2.0-85048576552,41
6752b740d1f0e3ed14a066b6,403,2-s2.0-85048576552,41
6752b73f6638396ae742f21e,407,2-s2.0-85056844710,6
6752b741785a5b7ed6cc02cc,413,2-s2.0-85059961567,4
6752b7411d9d98991691c44b,410,2-s2.0-85044849806,33
6752b74101d5b4ad1e91919c,412,2-s2.0-85046269561,6
6752b7406638396ae742f21f,415,2-s2.0-85028984118,42
6752b741b8b06b06c2118e2d,411,2-s2.0-85045062424,1
6752b741b26569ed431ff06b,409,2-s2.0-85053921163,10
6752b741761fb4b037e3ebee,414,2-s2.0-85054008064,2
6752b742d1f0e3ed14a066b7,416,2-s2.0-85057781904,5
6752b742761fb4b037e3ebef,420,2-s2.0-85055966450,14
6752b7416638396ae742f220,419,2-s2.0-85042909652,20
6752b742b8b06b06c2118e2e,420,2-s2.0-85055966450,14
6752b74201d5b4ad1e91919d,418,2-s2.0-85057350844,0
6752b743b26569ed431ff06c,417,2-s2.0-85031400722,8
6752b7431d9d98991691c44c,422,2-s2.0-85042873312,24
6752b743b8b06b06c2118e2f,427,2-s2.0-85046780756,4
6752b7431d9d98991691c44d,426,2-s2.0-85029818459,12
6752b743d1f0e3ed14a066b8,423,2-s2.0-85050191643,51
6752b7416638396ae742f221,428,2-s2.0-85051278176,11
6752b74301d5b4ad1e91919e,425,2-s2.0-85046032980,2
6752b743785a5b7ed6cc02cd,423,2-s2.0-85050191643,51
6752b744b26569ed431ff06d,429,2-s2.0-85147647870,0
6752b744761fb4b037e3ebf0,430,2-s2.0-85059255766,13
6752b744b26569ed431ff06e,436,2-s2.0-85042359515,0
6752b744d1f0e3ed14a066b9,435,2-s2.0-85050794463,11
6752b744785a5b7ed6cc02ce,432,2-s2.0-85053185103,14
6752b7436638396ae742f222,437,2-s2.0-85049875455,0
