_id,funding_agency_name,Country
6752a7bff70a6504336c1776,iPHEP,None
6752a7c0f70a6504336c1777,Center of Excellence on Hazardous,Thailand
6752a7c2f70a6504336c1778,Skin and Allergy Research Unit,Thailand
6752a7c2f70a6504336c1779,University,None
6752a7c3f70a6504336c177a,Margaret Kartomi,None
6752a7c4f70a6504336c177b,Prime Ministers Asia Endeavour Award,Australia
6752a7c5f70a6504336c177c,IPST,Thailand
6752a7c6f70a6504336c177d,Health Insurance Systems Research Office in the Health System Research Institute,Thailand
6752a7c6f70a6504336c177e,Faculty of Veterinary Sciences,None
6752a7c7f70a6504336c177f,RDPB,Thailand
6752a7c8f70a6504336c1780,Economic Research Institute,None
6752a7c8f70a6504336c1781,Shun Sakoda,None
6752a7c9f70a6504336c1782,Research Support Center,None
6752a7caf70a6504336c1783,Center of Excellence for Emerging and Re-Emerging Infectious Disease,Thailand
6752a7caf70a6504336c1784,"Verasuwan CO., LTD",Thailand
6752a7cbf70a6504336c1785,Programme National de Cosmologie et des Galaxies,France
6752a7ccf70a6504336c1786,Plasma Technology and Nuclear Fusion Research Unit,Thailand
6752a7cdf70a6504336c1787,"Helena -ai Laboratories Co., Ltd.",Thailand
6752a7cef70a6504336c1788,Institute of Health,None
6752a7cef70a6504336c1789,"Institute of Health, School of Dentistry",None
6752a7cff70a6504336c178a,Desarrollo e Innovación,None
6752a7d0f70a6504336c178b,"Department of Pharmacology and Physiology, Faculty of Pharmaceutical Sciences",Thailand
6752a7d1f70a6504336c178c,Faculty of Veterinary Science,Thailand
6752a7d2f70a6504336c178d,Center of Excellence in Emerging and Re-emerging Infectious Diseases in Animals,Thailand
6752a7d3f70a6504336c178e,Research and Academic Service,Thailand
6752a7d3f70a6504336c178f,Bur-apha University,Thailand
6752a7d4f70a6504336c1790,Center of Excellence for Innovation in Chemistry,Thailand
6752a7d5f70a6504336c1791,PERCH-CIC,Thailand
6752a7d6f70a6504336c1792,Civil Engineering Construction Corporation,China
6752a7d6f70a6504336c1793,Ministry of Investment and Planning,Vietnam
6752a7d8f70a6504336c1794,Medical and Health Research,None
6752a7d8f70a6504336c1795,Department of Biochemistry,None
6752a7d9f70a6504336c1796,Department of Physical Chemistry,None
6752a7daf70a6504336c1797,Nutrilite Research Award,United States
6752a7dbf70a6504336c1798,ThEP-Center,Thailand
6752a7dcf70a6504336c1799,Project of Her Royal Highness Princess Ubonratana Rajakanya Siriwatana Bhanawadee,Thailand
6752a7dcf70a6504336c179a,Faculty of Health Sciences,None
6752a7ddf70a6504336c179b,International Decision Support Initiative,United Kingdom
6752a7def70a6504336c179c,Program Foundation,United States
6752a7dff70a6504336c179d,Special Task Force for Activating Research,Thailand
6752a7e0f70a6504336c179e,swine viral evolution and vaccine research,United States
6752a7e0f70a6504336c179f,Family Planning Clinic,Thailand
6752a7e1f70a6504336c17a0,Plasma Physics Research Center,United States
6752a7e2f70a6504336c17a1,Sezione dell,Italy
6752a7e2f70a6504336c17a2,Aquatic Resources Research Institute,Thailand
6752a7e3f70a6504336c17a3,PETROMAT,None
6752a7e4f70a6504336c17a4,National e-Science Infrastructure Consortium,South Africa
6752a7e5f70a6504336c17a5,COST Action CA15117,European Union
6752a7e6f70a6504336c17a6,National Geographic Foundation for Science and Exploration-Asia,Thailand
6752a7e7f70a6504336c17a7,Institute for Molecular Science International Internship Program in Asia,Japan
6752a7e8f70a6504336c17a8,The Medicines Company/Rempex,United States
6752a7e9f70a6504336c17a9,European Association of Geochemistry,France
6752a7e9f70a6504336c17aa,THE,Thailand
6752a7eaf70a6504336c17ab,Faculty of Science,None
6752a7ebf70a6504336c17ac,Research and Researchers for Industries-RRI,Thailand
6752a7ecf70a6504336c17ad,H.H.,None
6752a7ecf70a6504336c17ae,Robert H. Brethen Operations Management Institute,United States
6752a7edf70a6504336c17af,"Plan de Ciencia, Tecnología e Innovación",Spain
6752a7eef70a6504336c17b0,Thalis and Aristeia,Greece
6752a7eff70a6504336c17b1,APTES,None
6752a7f1f70a6504336c17b2,Biobast Pharma,None
6752a7f2f70a6504336c17b3,IDRPHT,None.
6752a7f3f70a6504336c17b4,Saint Jean d’Illac,France
6752a7f4f70a6504336c17b5,Collaborative Initiative for Paediatric HIV Education and Research,Thailand
6752a7f5f70a6504336c17b6,Animal Systematic Research Unit,Thailand
6752a7f5f70a6504336c17b7,Human Resource Development in Science Project,Thailand
6752a7f9f70a6504336c17b8,Ministry of Sciences and Technology,None
6752a7faf70a6504336c17b9,CU-2nd Century,Thailand
6752a7fbf70a6504336c17ba,Conductive and Electroactive Polymer Research Unit,Thailand
6752a7fcf70a6504336c17bb,Petro-mat,None
6752a7fdf70a6504336c17bc,CE-PPAM,None
6752a7fef70a6504336c17bd,"Center of Excellence for Petroleum, Petrochemicals, and Advanced Materials",Thailand
6752a7fff70a6504336c17be,CPPAM,None
6752a7fff70a6504336c17bf,"Center for Petroleum, Petrochemicals and Advanced Materials",Thailand
6752a800f70a6504336c17c0,Anantara Siam Bangkok Hotel and Four Seasons Bangkok Hotel Care for Cancer Fun Run,Thailand
6752a801f70a6504336c17c1,Department of Science,None
6752a802f70a6504336c17c2,Overseas Construction Plan for Science and Education Base,China
6752a803f70a6504336c17c3,"Composite Materials Processing Laboratory, Joining and Welding Research Institute",Japan
6752a803f70a6504336c17c4,National Research Universities Initiative,Thailand
6752a804f70a6504336c17c5,Faculty of Engineering,None
6752a805f70a6504336c17c6,Center of Biomolecular Therapy and Diagnostic,Thailand
6752a806f70a6504336c17c7,Shell Companies in Thailand,Thailand
6752a807f70a6504336c17c8,European Atomic Energy Community?s Seventh Framework Programme FP7/2007,European Union
6752a808f70a6504336c17c9,European Atomic Energy Community’s Seventh Framework Programme FP7,European Union
6752a809f70a6504336c17ca,Anantara Siam Bangkok Hotel,Thailand
6752a809f70a6504336c17cb,Four Season Hotel Care for Cancer Fun Run,Thailand
6752a80af70a6504336c17cc,"Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology",Thailand
6752a80af70a6504336c17cd,David Watts,None
6752a80bf70a6504336c17ce,Department of National Parks,Thailand
6752a80cf70a6504336c17cf,Department of the National Parks,Thailand
6752a80cf70a6504336c17d0,ERDF-FEDER,Spain
6752a80df70a6504336c17d1,General Branch Evaluation and Promotion of Health Research,Thailand
6752a80ef70a6504336c17d2,Avian Health Research Unit,None
6752a80ef70a6504336c17d3,"Plan de Ciencia, Tecnología e Inno",Spain
6752a80ff70a6504336c17d4,Governmental Pharmaceutical Organization,Thailand
6752a810f70a6504336c17d5,Janssen-Cilag,United States
6752a811f70a6504336c17d6,Jensen-Cilag,Denmark
6752a812f70a6504336c17d7,Stendahl and Gilead,United States
6752a812f70a6504336c17d8,Stendahl and Pfizer,United States
6752a813f70a6504336c17d9,Zizowist Diagnostics and Northern Lipids,None
6752a814f70a6504336c17da,RDG,Thailand
6752a814f70a6504336c17db,Global Environmental System Leaders Program,Japan
6752a815f70a6504336c17dc,Asian Pacific Association of Gastroenterology,Thailand
6752a816f70a6504336c17dd,Department of Medicine,None
6752a817f70a6504336c17de,Department of Dermatology,None
6752a817f70a6504336c17df,NAFLD,None
6752a818f70a6504336c17e0,BECC,Thailand
6752a819f70a6504336c17e1,Bridge Company Limited,Thailand
6752a81af70a6504336c17e2,Mite Allergy Research Cohort,None
6752a81af70a6504336c17e3,Excise Department,Thailand
6752a81bf70a6504336c17e4,Key Laboratory of Coal Science and Technology,China
6752a81cf70a6504336c17e5,European Union’s Horizon 2020 research and innovation program,European Union
6752a81df70a6504336c17e6,Monahan Foundation,United States
6752a81df70a6504336c17e7,General Branch Evaluation and Promotion of Research -,Thailand
6752a81ef70a6504336c17e8,Nanomaterial for Energy and Catalyst Laboratory,Thailand
6752a81ff70a6504336c17e9,Department of Environmental Engineering,None
6752a820f70a6504336c17ea,KWEF-AIT,Thailand
6752a820f70a6504336c17eb,TRF-RTA,Thailand
6752a821f70a6504336c17ec,Institute of Pharmacology,None
6752a822f70a6504336c17ed,Algebra and Applications Research Unit,Thailand
6752a823f70a6504336c17ee,GEMAC,France
6752a823f70a6504336c17ef,Dental School Research Ethics Committee,None
6752a824f70a6504336c17f0,Petrochemistry and Polymer Science Program,Thailand
6752a825f70a6504336c17f1,"Sunsea Plastics P.S. Co., Ltd.",Thailand
6752a826f70a6504336c17f2,Center of Excellent on Environmental Health and Toxicology,Thailand
6752a826f70a6504336c17f3,EHT,Thailand
6752a827f70a6504336c17f4,Centre of Excellence on Biodiversity,Thailand
6752a828f70a6504336c17f5,Tear Science and Coopervision,United States
6752a829f70a6504336c17f6,AIROPico,None
6752a82af70a6504336c17f7,FP7-PEOPLE-2013-IAPP,European Union
6752a82af70a6504336c17f8,Division of Pediatric Endocrinology,None
6752a82bf70a6504336c17f9,Center of Scientific Equipment for Advanced Science Research,Thailand
6752a82cf70a6504336c17fa,Department of Chemistry and Center of Excellence for Innovation in Chemistry,Thailand
6752a82df70a6504336c17fb,Danuta Waschke,None
6752a82ef70a6504336c17fc,Birthday of His Majesty King Bhumibol Adulyadej,Thailand
6752a82ef70a6504336c17fd,Center of Excellence in Materials and Plasma Technology,Thailand
6752a831f70a6504336c17fe,State International Cooperation Project,None
6752a832f70a6504336c17ff,Tobacco Control Research and Knowledge Management Center,Thailand
6752a832f70a6504336c1800,CHIMES Society,Singapore
6752a834f70a6504336c1801,Drug Discovery and Development Center,Thailand
6752a834f70a6504336c1802,CoHASS,Singapore
6752a835f70a6504336c1803,"Cosmeceutical Research, Development and Testing Center",Thailand
6752a836f70a6504336c1804,Mr Suwat Makjareun,None
6752a836f70a6504336c1805,EU Graphene Flagship Core 2 Project,European Union
6752a837f70a6504336c1806,Sompote Endowment Fund for,Thailand
6752a838f70a6504336c1807,the Research and Researchers for Industries,Thailand
6752a838f70a6504336c1808,Faculty of Dentistry,None
6752a839f70a6504336c1809,Nanotechnology Center,None
6752a83af70a6504336c180a,CU Center of Excellence on Food and Agriculture,Thailand
6752a83bf70a6504336c180b,Center of Excellence for Innovation in Analytical Science,Thailand
6752a83cf70a6504336c180c,BMM,None
6752a83cf70a6504336c180d,Food and Water Cluster,None
6752a83df70a6504336c180e,Rachadapisek Sompote Fund for,Thailand
6752a83ef70a6504336c180f,Faculty of Dentistry Research Fund,Thailand
6752a83ff70a6504336c1810,CAS South America Center for Astronomy,Chile
6752a83ff70a6504336c1811,Marie Skłodowska-Curie,European Union
6752a840f70a6504336c1812,TRF Senior Research Schola,Thailand
6752a841f70a6504336c1813,Department of Microbiology,None
6752a842f70a6504336c1814,National Blood Centre,Thailand
6752a843f70a6504336c1815,IIAC,South Korea
6752a843f70a6504336c1816,Faculty of Allied Health Sciences,None
6752a844f70a6504336c1817,Swine Viral Evolution and Vaccine Research,United States
6752a845f70a6504336c1818,Somboon Keelawat,None
6752a846f70a6504336c1819,FOST,None
6752a847f70a6504336c181a,Foundation for the Fusion of Science and Technology,Thailand
6752a848f70a6504336c181b,Department of Materials Engineering,None
6752a849f70a6504336c181c,"Energy and Environmental Engineering Center, Faculty of Engineering",Thailand
6752a849f70a6504336c181d,ASEAN University Net-work,Thailand
6752a84af70a6504336c181e,Center of Excellence in Earthquake Engineering and Vibration,Thailand
6752a84bf70a6504336c181f,Southeast Asia Engineering Education Development Network,Thailand
6752a84cf70a6504336c1820,"Section of Adult and Pediatric Endocrinology, Diabetes, and Metabolism",United States
6752a84df70a6504336c1821,Smart Wireless Communication Ecosystem Research Group,Thailand
6752a84ef70a6504336c1822,Building of Consortia for the Development of Human Resources in Science and Technology,Thailand
6752a84ff70a6504336c1823,Government Budget/Medical Research Network,United States
6752a850f70a6504336c1824,Center of Excellence of Environmental and Hazardous Waste Management,Thailand
6752a851f70a6504336c1825,EHWM,None
6752a851f70a6504336c1826,Smooth International Co. Ltd.,Thailand
6752a852f70a6504336c1827,Faculty of Animal Science and Agricultural Technology,Thailand
6752a853f70a6504336c1828,Thailand,Thailand
6752a853f70a6504336c1829,EMS Energy Institutes,United States
6752a854f70a6504336c182a,Center of Excellence for Molecular Biology and Genomics of Shrimp,Thailand
6752a855f70a6504336c182b,P.A.,None
6752a856f70a6504336c182c,S.V.,None
6752a857f70a6504336c182d,Western,Canada
6752a858f70a6504336c182e,Kenji Hirayama,Japan
6752a858f70a6504336c182f,NEKKEN,Japan
6752a859f70a6504336c1830,Expert Group on Higher Education for Sustainable Agriculture,Thailand
6752a85af70a6504336c1831,Drum-mond Fund,United Kingdom
6752a85bf70a6504336c1832,Franco-Thai Cooperation Program in Higher Education and Research ‘PHE,France
6752a85bf70a6504336c1833,RCAT,Thailand
6752a85cf70a6504336c1834,Nanotechnology center,Thailand
6752a85df70a6504336c1835,RIHS,Netherlands
6752a85ef70a6504336c1836,EU Horizon2020,European Union
6752a85ef70a6504336c1837,Shanghai Suburb Tertiary Hospital Clinical Capacity Building Project,China
6752a85ff70a6504336c1838,"Chemical Approaches for Food Applications Research Group, Faculty of Science",None
6752a860f70a6504336c1839,Clinica Veterinaria Roma Sud,Italy
6752a860f70a6504336c183a,Department of Clinical Sciences,None
6752a861f70a6504336c183b,Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
6752a862f70a6504336c183c,Plant Genetics Conservation Project,Thailand
6752a862f70a6504336c183d,Jaflan Society for the Promotion of Science,Japan
6752a863f70a6504336c183e,King,Thailand
6752a864f70a6504336c183f,Faculty of Engineering and Architecture,None
6752a865f70a6504336c1840,Uthenthawai Campus,Thailand
6752a866f70a6504336c1841,Fonds voor,None
6752a867f70a6504336c1842,Government Pharmaceutical Organization,Thailand
6752a867f70a6504336c1843,Integrated Innovation Academic Center,Thailand
6752a868f70a6504336c1844,His Majesty King Bhumibol Adulyadej,Thailand
6752a869f70a6504336c1845,Language Institute,Thailand
6752a869f70a6504336c1846,TREAT,None
6752a86af70a6504336c1847,NRR,Thailand
6752a86ef70a6504336c1848,Faculty of Sports University,None
6752a86ff70a6504336c1849,Microbiology Department,None
6752a870f70a6504336c184a,ONCB,Thailand
6752a872f70a6504336c184b,ERDF‐FEDER,Spain
6752a872f70a6504336c184c,General Branch Evaluation and Promotion of Research,Thailand
6752a873f70a6504336c184d,Clarissa de Bekker and David P. Hughes,None
6752a874f70a6504336c184e,Development and Promotion of Science and Technology,Thailand
6752a877f70a6504336c184f,Center of Excellent on Environmental,Thailand
6752a878f70a6504336c1850,Department of Applied Physics,None
6752a879f70a6504336c1851,Prasert Prasarttong—Osoth Research Foundation,Thailand
6752a879f70a6504336c1852,University Fund,None
6752a87af70a6504336c1853,Fonds pour la,France
6752a87bf70a6504336c1854,l’Industrie et dans l’Agriculture,France
6752a87cf70a6504336c1855,Minister of Energy,Thailand
6752a87df70a6504336c1856,Petroleum and Petrochemicals Research Unit,Thailand
6752a87df70a6504336c1857,Medical Education Research Project,None
6752a87ef70a6504336c1858,Advanced Research Center,None
6752a87ff70a6504336c1859,Asia Research Center Fund,Thailand
6752a880f70a6504336c185a,Center of Excellence for Petroleum Petrochemicals and Advanced Materials,Thailand
6752a881f70a6504336c185b,S T Postgraduate Education and Research Development Office,Thailand
6752a882f70a6504336c185c,Research University Network,Thailand
6752a882f70a6504336c185d,Companion Animal Cancer Research Unit,Thailand
6752a883f70a6504336c185e,FSPU,None
6752a884f70a6504336c185f,KAED,None
6752a885f70a6504336c1860,V&P Expanded Metal Co. Ltd.,Thailand
6752a886f70a6504336c1861,Asia Research Center,None
6752a886f70a6504336c1862,Research Center of Pharmaceutical Nanotechnology,Iran
6752a887f70a6504336c1863,LIFE+,European Union
6752a889f70a6504336c1864,TGGS,Thailand
6752a889f70a6504336c1865,TRF Research Career Development,Thailand
6752a88af70a6504336c1866,Center of Excellent on Petrochemical and Materials Technology,Thailand
6752a88bf70a6504336c1867,MPU-AACDD,None
6752a88cf70a6504336c1868,NLO,None
6752a88df70a6504336c1869,Graduate School and Faculty of Allied Health Sciences,Thailand
6752a88ef70a6504336c186a,Actinobacterial Research Unit,Thailand
6752a88ff70a6504336c186b,Division of Dermatology,None
6752a890f70a6504336c186c,Pacific Rim Country Hub,Thailand
6752a891f70a6504336c186d,Coax Group Corporation Co.,Thailand
6752a891f70a6504336c186e,Tha Song Yang District,Thailand
6752a892f70a6504336c186f,Center of Excellence in Hepatitis and Liver Cancer,Thailand
6752a893f70a6504336c1870,of Agriculture,Thailand
6752a894f70a6504336c1871,DMSc,Thailand
6752a895f70a6504336c1872,Ratchadapi-sak Sompoch Fund,Thailand
6752a896f70a6504336c1873,Machine Learning,None
6752a897f70a6504336c1874,CU Scholarship,Thailand
6752a897f70a6504336c1875,Explorative Project Fund,None
6752a898f70a6504336c1876,enterprise,None
6752a899f70a6504336c1877,ASEAN University Network/Southeast,Thailand
6752a89af70a6504336c1878,Western Gulf Center of Excellence for Vector-borne Diseases,United States
6752a89bf70a6504336c1879,International School of Engineering,Thailand
6752a89cf70a6504336c187a,"Biomaterial Research Laboratory, Faculty of Dentistry",Thailand
6752a89cf70a6504336c187b,Neuroscience Research and Development Group,Thailand
6752a89df70a6504336c187c,Center of Excellence on Hazardous Substance Management,Thailand
6752a89ef70a6504336c187d,HSM,None
6752a89ef70a6504336c187e,Social Science Information Studies,None
6752a89ff70a6504336c187f,ASEAN European Academic University Network,Thailand
6752a8a0f70a6504336c1880,Grant for International Research Integration,Thailand
6752a8a1f70a6504336c1881,Geriatric Psychiatry Mental Health Outpatient Services,None
6752a8a1f70a6504336c1882,Kwame McKenzie,None
6752a8a2f70a6504336c1883,Faculty of Applied Science,None
6752a8a3f70a6504336c1884,Research Institute of Applied Sciences,None
6752a8a4f70a6504336c1885,Suhailah Hayaza,None
6752a8a5f70a6504336c1886,TB national research University,Russia
6752a8a6f70a6504336c1887,"Faculty of Science, Energy and Environment","King Mongkut's University of Technology North Bangkok, Thailand"
6752a8a7f70a6504336c1888,IeDEA,None
6752a8abf70a6504336c1889,"National Research, Development and Innova",Spain
6752a8abf70a6504336c188a,European Union ERDF,European Union
6752a8acf70a6504336c188b,Auspicious Occasion of Her Royal Highness Princess Maha Chakri Sirindhorn’s 5th Cycle,Thailand
6752a8adf70a6504336c188c,Creative Commons Attribution License,United States
6752a8aef70a6504336c188d,Department of Chemical Engineering,None
6752a8aff70a6504336c188e,Department of Environmental Science,None
6752a8b3f70a6504336c188f,Patronage of Her Royal Highness Princess Soamsawali,Thailand
6752a8b3f70a6504336c1890,Development of New Faculty Staff Fund,Thailand
6752a8b4f70a6504336c1891,National Research University Program,Thailand
6752a8b5f70a6504336c1892,KU Biodiesel Project,Thailand
6752a8b6f70a6504336c1893,Department of Materials Science,None
6752a8b7f70a6504336c1894,Ukraine-China R&D joint project,Ukraine
6752a8b8f70a6504336c1895,Center for Advanced Studies in Tropical Natural Resources,Thailand
6752a8b8f70a6504336c1896,KAVI,Kenya
6752a8b9f70a6504336c1897,Weerawat Manosuthi,Thailand
6752a8baf70a6504336c1898,School of Science and Technology,None
6752a8bbf70a6504336c1899,ERC-funded,European Union
6752a8bcf70a6504336c189a,Center for Tropical Medicine and Infectious Disease Research,Thailand
6752a8bcf70a6504336c189b,SHyNE,United States
6752a8bdf70a6504336c189c,Soft and Hybrid Nanotechnology Experimental,Thailand
6752a8bdf70a6504336c189d,Laser cane for Parkinson disease,None
6752a8bef70a6504336c189e,Medical Education Corpus,None
6752a8c1f70a6504336c189f,Pharm-Allergan,United States
6752a8c2f70a6504336c18a0,Veterinary Anatomy Department,None
6752a8c3f70a6504336c18a1,"Veterinary Diagnostic Laboratory, Faculty of Veterinary Sciences",None
6752a8c4f70a6504336c18a2,Evyn Neumeister and Austin Beason,None
6752a8c5f70a6504336c18a3,Grand Siam Composites Co. Ltd.,Thailand
6752a8c5f70a6504336c18a4,European Research Council and Horizon 2020,European Research Council - The United States
6752a8c6f70a6504336c18a5,New National Excellence Program ?,Hungary
6752a8c7f70a6504336c18a6,PUT,Thailand
6752a8c8f70a6504336c18a7,"Faculty of Science, CU",Thailand
6752a8c8f70a6504336c18a8,Fish Infectious Diseases,None
6752a8c9f70a6504336c18a9,LECMA,France
6752a8caf70a6504336c18aa,iCODE Institute,United States
6752a8cbf70a6504336c18ab,TRF-Natural,Thailand
6752a8ccf70a6504336c18ac,Government,None
6752a8ccf70a6504336c18ad,Strategic Insight Research,United States
6752a8cdf70a6504336c18ae,Rachadapisaek Sompote Fund,Thailand
6752a8cef70a6504336c18af,Martha Hoque and Karen Kaluza Smith,None
6752a8cff70a6504336c18b0,Koh Sichang,Thailand
6752a8cff70a6504336c18b1,Koh Sichang Subdistrict Municipality,Thailand
6752a8d0f70a6504336c18b2,O.C.,None
6752a8d1f70a6504336c18b3,Ratchapiseksompot Endowment Fund,Thailand
6752a8d2f70a6504336c18b4,3College of Sports Science and Technology,Thailand
6752a8d3f70a6504336c18b5,Sapna Gangaputra,None
6752a8d4f70a6504336c18b6,Departmental Research Funds,None
6752a8d4f70a6504336c18b7,S.C.,None
6752a8d5f70a6504336c18b8,Mylan EPD,Ireland
6752a8d6f70a6504336c18b9,Tsumuta Co. Ltd,None
6752a8d6f70a6504336c18ba,Boonchoo Sritularak,None
6752a8d7f70a6504336c18bb,Allied Health Sciences Fund,Thailand
6752a8d8f70a6504336c18bc,VIVA-KKH,Thailand
6752a8d9f70a6504336c18bd,Liaoning Peng-Style Eye Acupuncture Academic Thought Transmission Project,China
6752a8d9f70a6504336c18be,State Administration of,None
6752a8daf70a6504336c18bf,Vice-Chancellor in Research Affairs of Isfahan University of Medical Sciences,Iran
6752a8dbf70a6504336c18c0,New Strategic Research,None
6752a8dbf70a6504336c18c1,Coax Group Corporation Co. LTD,Thailand
6752a8ddf70a6504336c18c2,"Department of Veterinary Public Health, Faculty of Veterinary Science",Thailand
6752a8ddf70a6504336c18c3,FDF,Germany
6752a8def70a6504336c18c4,receipt of faculty development fund,Thailand
6752a8dff70a6504336c18c5,Arc of Memory Research Unit,None
6752a8dff70a6504336c18c6,Cultural Organization,None
6752a8e0f70a6504336c18c7,MSU Zoological Museum,United States
6752a8e1f70a6504336c18c8,TASCMAR EU Horizon 2020,European Union
6752a8e2f70a6504336c18c9,Rachadaphiseksompot Endorcement Fund,Thailand
6752a8e2f70a6504336c18ca,Department of Computer Engineering,None
6752a8e3f70a6504336c18cb,Public Organization,None
6752a8e4f70a6504336c18cc,Ashfield Company,United States
6752a8e5f70a6504336c18cd,Helen Brown,None
6752a8e5f70a6504336c18ce,UDG Healthcare plc,Ireland
6752a8e6f70a6504336c18cf,Aman Family Fund for Colorectal Cancer Research and Education,United States
6752a8e7f70a6504336c18d0,International College Mahidol University,Thailand
6752a8e8f70a6504336c18d1,Center of Excellence in Materials and Bio-interfaces,Thailand
6752a8e8f70a6504336c18d2,"Center of Excellence on Petrochemical and Materials Technology, CU",Thailand
6752a8e9f70a6504336c18d3,School of Management Technology,None
6752a8eaf70a6504336c18d4,MSTP,United States
6752a8ebf70a6504336c18d5,Wetenschap en Technologie,Netherlands
6752a8ebf70a6504336c18d6,Research Affair Language Center,None
6752a8ecf70a6504336c18d7,Medical Science Research Equipment Center,Thailand
6752a8edf70a6504336c18d8,P.C,None
